Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
340,C,RM,0.9196,1.0689,16.23
340,C,RA,0.9046,1.2345,36.47
341,C,RM,0.9175,1.068,16.41
341,C,RA,0.9167,1.1733,27.99
342,C,RM,0.9119,1.084,18.87
342,C,RA,0.9246,1.1754,27.14
343,C,RM,0.9076,1.0955,20.71
343,C,RA,0.9161,1.1731,28.05
344,C,RM,0.9178,1.0706,16.65
344,C,RA,0.9209,1.1868,28.87
345,C,RM,0.9091,1.11,22.1
345,C,RA,0.9167,1.1658,27.18
346,C,RM,0.9101,1.0846,19.16
346,C,RA,0.9178,1.1832,28.92
347,C,RM,0.9089,1.0673,17.42
347,C,RA,0.9122,1.171,28.37
348,C,RM,0.9195,1.0873,18.25
348,C,RA,0.9303,1.1645,25.18
349,C,RM,0.9205,1.0989,19.39
349,C,RA,0.8966,1.163,29.72
350,C,RM,0.9262,1.1107,19.93
350,C,RA,0.9196,1.1801,28.33
351,C,RM,0.9265,1.0791,16.47
351,C,RA,0.9145,1.1722,28.19
352,C,RM,0.9142,1.0809,18.24
352,C,RA,0.9278,1.1937,28.65
353,C,RM,0.9192,1.0783,17.32
353,C,RA,0.9262,1.1848,27.93
354,C,RM,0.9226,1.0633,15.26
354,C,RA,0.9249,1.1947,29.17
355,C,RM,0.9054,1.0696,18.14
355,C,RA,0.9248,1.1551,24.9
356,C,RM,0.9233,1.1129,20.54
356,C,RA,0.9078,1.142,25.8
357,C,RM,0.9178,1.0873,18.46
357,C,RA,0.9093,1.1892,30.78
358,C,RM,0.9168,1.086,18.46
358,C,RA,0.9178,1.1675,27.2
359,C,RM,0.9221,1.0786,16.97
359,C,RA,0.9259,1.1661,25.94
360,C,RM,0.9278,1.0536,13.57
360,C,RA,0.9247,1.1892,28.61
361,C,RM,0.917,1.0644,16.08
361,C,RA,0.9211,1.1911,29.31
362,C,RM,0.9239,1.1069,19.8
362,C,RA,0.9099,1.173,28.91
363,C,RM,0.9152,1.0765,17.62
363,C,RA,0.9208,1.2093,31.34
364,C,RM,0.918,1.0674,16.28
364,C,RA,0.9221,1.1998,30.12
365,C,RM,0.9271,1.0802,16.51
365,C,RA,0.925,1.1588,25.28
366,C,RM,0.9161,1.0664,16.4
366,C,RA,0.9196,1.1772,28.02
367,C,RM,0.9249,1.0991,18.83
367,C,RA,0.9134,1.2196,33.53
368,C,RM,0.9003,1.101,22.3
368,C,RA,0.9031,1.1764,30.26
369,C,RM,0.9298,1.0831,16.49
369,C,RA,0.8911,1.176,31.97
370,C,RM,0.9096,1.0516,15.61
370,C,RA,0.9172,1.2172,32.71
371,C,RM,0.9168,1.0864,18.49
371,C,RA,0.9056,1.1794,30.23
372,C,RM,0.9281,1.0792,16.29
372,C,RA,0.9141,1.163,27.23
373,C,RM,0.9003,1.0932,21.42
373,C,RA,0.9154,1.2003,31.11
374,C,RM,0.9085,1.0489,15.45
374,C,RA,0.916,1.2043,31.47
375,C,RM,0.9211,1.0751,16.71
375,C,RA,0.9256,1.1894,28.5
376,C,RM,0.9102,1.0636,16.85
376,C,RA,0.9068,1.1671,28.71
377,C,RM,0.9339,1.0749,15.09
377,C,RA,0.8931,1.1706,31.08
378,C,RM,0.9137,1.0911,19.41
378,C,RA,0.9188,1.1771,28.11
379,C,RM,0.9091,1.0863,19.5
379,C,RA,0.8931,1.2035,34.74
380,C,RM,0.9145,1.0592,15.82
380,C,RA,0.9182,1.1518,25.43
381,C,RM,0.9122,1.1178,22.54
381,C,RA,0.9245,1.1843,28.09
382,C,RM,0.9029,1.057,17.07
382,C,RA,0.9198,1.1547,25.54
383,C,RM,0.9183,1.0705,16.57
383,C,RA,0.9116,1.1701,28.36
384,C,RM,0.9133,1.0764,17.86
384,C,RA,0.9252,1.1584,25.21
385,C,RM,0.9199,1.1024,19.83
385,C,RA,0.93,1.1647,25.23
386,C,RM,0.9287,1.082,16.5
386,C,RA,0.9204,1.1669,26.79
387,C,RM,0.9271,1.079,16.38
387,C,RA,0.916,1.1836,29.21
388,C,RM,0.9088,1.1176,22.98
388,C,RA,0.9307,1.1879,27.63
389,C,RM,0.9262,1.1035,19.14
389,C,RA,0.9118,1.1849,29.95
390,C,RM,0.9158,1.0933,19.38
390,C,RA,0.9103,1.1709,28.63
391,C,RM,0.9241,1.0996,18.99
391,C,RA,0.9189,1.1994,30.52
392,C,RM,0.9144,1.0653,16.5
392,C,RA,0.9148,1.1795,28.93
393,C,RM,0.9127,1.0657,16.76
393,C,RA,0.896,1.1771,31.37
394,C,RM,0.9115,1.0826,18.78
394,C,RA,0.9085,1.2146,33.7
395,C,RM,0.9072,1.0898,20.12
395,C,RA,0.9053,1.1551,27.6
396,C,RM,0.9212,1.0981,19.19
396,C,RA,0.91,1.1891,30.67
397,C,RM,0.9195,1.1036,20.02
397,C,RA,0.9137,1.1776,28.88
398,C,RM,0.9195,1.0906,18.6
398,C,RA,0.9214,1.1806,28.13
399,C,RM,0.9148,1.06,15.87
399,C,RA,0.9224,1.1776,27.66
400,C,RM,0.9081,1.0616,16.91
400,C,RA,0.9143,1.1508,25.87
401,C,RM,0.9154,1.0667,16.52
401,C,RA,0.9185,1.1925,29.83
402,C,RM,0.9115,1.0829,18.81
402,C,RA,0.9167,1.1974,30.61
403,C,RM,0.9144,1.0902,19.22
403,C,RA,0.9168,1.1999,30.88
404,C,RM,0.9103,1.0852,19.22
404,C,RA,0.9138,1.1734,28.4
405,C,RM,0.913,1.0976,20.21
405,C,RA,0.9191,1.1805,28.45
406,C,RM,0.9258,1.0825,16.93
406,C,RA,0.9117,1.175,28.89
407,C,RM,0.916,1.0904,19.05
407,C,RA,0.9268,1.1795,27.27
408,C,RM,0.9321,1.112,19.3
408,C,RA,0.8982,1.2137,35.13
409,C,RM,0.9203,1.0631,15.52
409,C,RA,0.9212,1.1745,27.49
410,C,RM,0.9056,1.0848,19.79
410,C,RA,0.9036,1.1803,30.62
411,C,RM,0.9214,1.0645,15.54
411,C,RA,0.9174,1.1694,27.46
412,C,RM,0.9231,1.0757,16.53
412,C,RA,0.9343,1.2016,28.6
413,C,RM,0.9078,1.0666,17.49
413,C,RA,0.9158,1.1627,26.97
414,C,RM,0.9256,1.0901,17.77
414,C,RA,0.9198,1.1514,25.18
415,C,RM,0.9107,1.0891,19.59
415,C,RA,0.9051,1.1784,30.19
416,C,RM,0.9167,1.104,20.42
416,C,RA,0.9225,1.2193,32.17
417,C,RM,0.9122,1.0742,17.76
417,C,RA,0.917,1.2042,31.32
418,C,RM,0.9194,1.0571,14.98
418,C,RA,0.9152,1.1921,30.25
419,C,RM,0.9155,1.0646,16.28
419,C,RA,0.9128,1.1921,30.6
420,C,RM,0.9078,1.0947,20.59
420,C,RA,0.9106,1.1528,26.6
421,C,RM,0.9265,1.0838,16.98
421,C,RA,0.9165,1.1624,26.84
422,C,RM,0.9173,1.0574,15.27
422,C,RA,0.9258,1.1368,22.79
423,C,RM,0.9073,1.1005,21.29
423,C,RA,0.9313,1.2024,29.11
424,C,RM,0.9138,1.0849,18.72
424,C,RA,0.9155,1.1812,29.03
425,C,RM,0.9088,1.0785,18.67
425,C,RA,0.9207,1.1918,29.45
426,C,RM,0.9302,1.0914,17.33
426,C,RA,0.9211,1.1776,27.84
427,C,RM,0.9141,1.0856,18.76
427,C,RA,0.922,1.1887,28.93
428,C,RM,0.9109,1.0927,19.95
428,C,RA,0.9112,1.2071,32.48
429,C,RM,0.9171,1.0564,15.19
429,C,RA,0.9227,1.1622,25.96
430,C,RM,0.9301,1.075,15.58
430,C,RA,0.9288,1.1697,25.95
431,C,RM,0.9027,1.0774,19.35
431,C,RA,0.939,1.1752,25.16
432,C,RM,0.918,1.0764,17.25
432,C,RA,0.9048,1.1983,32.45
433,C,RM,0.9113,1.0742,17.88
433,C,RA,0.9148,1.2027,31.47
434,C,RM,0.9168,1.0802,17.83
434,C,RA,0.9012,1.1888,31.91
435,C,RM,0.9246,1.0733,16.08
435,C,RA,0.9118,1.1929,30.83
436,C,RM,0.9015,1.0636,17.97
436,C,RA,0.917,1.2116,32.12
437,C,RM,0.927,1.0843,16.97
437,C,RA,0.9176,1.1713,27.64
438,C,RM,0.9351,1.0835,15.87
438,C,RA,0.9264,1.1822,27.61
439,C,RM,0.9144,1.074,17.45
439,C,RA,0.9127,1.1728,28.49
440,C,RM,0.9244,1.0947,18.43
440,C,RA,0.9108,1.1479,26.03
441,C,RM,0.9236,1.0506,13.75
441,C,RA,0.921,1.1927,29.49
442,C,RM,0.9191,1.0859,18.14
442,C,RA,0.9091,1.1671,28.38
443,C,RM,0.9185,1.0642,15.87
443,C,RA,0.9095,1.154,26.89
444,C,RM,0.9043,1.0941,20.99
444,C,RA,0.921,1.1623,26.2
445,C,RM,0.9097,1.0995,20.87
445,C,RA,0.9121,1.2348,35.38
446,C,RM,0.9193,1.083,17.81
446,C,RA,0.9072,1.1997,32.25
447,C,RM,0.9306,1.0946,17.62
447,C,RA,0.9149,1.1663,27.47
448,C,RM,0.9185,1.1066,20.47
448,C,RA,0.9133,1.1824,29.47
449,C,RM,0.9071,1.0817,19.25
449,C,RA,0.9085,1.2134,33.56
450,C,RM,0.9118,1.0402,14.08
450,C,RA,0.915,1.1627,27.07
451,C,RM,0.9273,1.0549,13.75
451,C,RA,0.9122,1.1845,29.85
452,C,RM,0.9268,1.0713,15.59
452,C,RA,0.9101,1.2007,31.93
453,C,RM,0.9127,1.0833,18.69
453,C,RA,0.9096,1.1736,29.02
454,C,RM,0.9162,1.088,18.75
454,C,RA,0.9199,1.2033,30.8
455,C,RM,0.9139,1.0782,17.98
455,C,RA,0.9145,1.1903,30.15
456,C,RM,0.917,1.0578,15.36
456,C,RA,0.9154,1.1706,27.88
457,C,RM,0.9206,1.053,14.38
457,C,RA,0.9202,1.1796,28.19
458,C,RM,0.915,1.0682,16.74
458,C,RA,0.9293,1.177,26.65
459,C,RM,0.9337,1.0967,17.46
459,C,RA,0.9109,1.1642,27.82
460,C,RM,0.9221,1.092,18.42
460,C,RA,0.9163,1.1729,28.0
461,C,RM,0.9106,1.1213,23.13
461,C,RA,0.9054,1.196,32.1
462,C,RM,0.9289,1.1124,19.75
462,C,RA,0.9193,1.2017,30.72
463,C,RM,0.9119,1.0803,18.47
463,C,RA,0.9129,1.1898,30.33
464,C,RM,0.9085,1.0742,18.24
464,C,RA,0.9127,1.2083,32.39
465,C,RM,0.9182,1.0898,18.69
465,C,RA,0.9181,1.1916,29.8
466,C,RM,0.9184,1.0832,17.95
466,C,RA,0.9101,1.1706,28.63
467,C,RM,0.9287,1.0653,14.7
467,C,RA,0.9088,1.1964,31.65
468,C,RM,0.9115,1.0655,16.9
468,C,RA,0.9203,1.168,26.91
469,C,RM,0.9267,1.083,16.86
469,C,RA,0.917,1.1804,28.73
470,C,RM,0.9083,1.1031,21.44
470,C,RA,0.9056,1.1954,32.0
471,C,RM,0.9325,1.0843,16.28
471,C,RA,0.9209,1.1735,27.44
472,C,RM,0.9107,1.0954,20.27
472,C,RA,0.8906,1.1778,32.25
473,C,RM,0.9314,1.1016,18.27
473,C,RA,0.9094,1.1633,27.93
474,C,RM,0.9228,1.12,21.37
474,C,RA,0.919,1.1868,29.13
475,C,RM,0.9214,1.0971,19.07
475,C,RA,0.9261,1.1787,27.28
476,C,RM,0.8997,1.0665,18.53
476,C,RA,0.9165,1.1834,29.12
477,C,RM,0.9111,1.0818,18.73
477,C,RA,0.9043,1.1852,31.07
478,C,RM,0.902,1.03,14.19
478,C,RA,0.9229,1.196,29.6
479,C,RM,0.9087,1.0436,14.84
479,C,RA,0.924,1.1993,29.8
480,C,RM,0.9047,1.1089,22.57
480,C,RA,0.9317,1.1949,28.25
481,C,RM,0.9039,1.0872,20.28
481,C,RA,0.9095,1.1599,27.53
482,C,RM,0.9083,1.1251,23.87
482,C,RA,0.9194,1.1673,26.96
483,C,RM,0.9064,1.0842,19.61
483,C,RA,0.9108,1.1923,30.9
484,C,RM,0.9216,1.0623,15.26
484,C,RA,0.917,1.1799,28.67
485,C,RM,0.9042,1.0606,17.31
485,C,RA,0.9154,1.1812,29.03
486,C,RM,0.9111,1.1179,22.69
486,C,RA,0.9281,1.1519,24.12
487,C,RM,0.9116,1.0811,18.6
487,C,RA,0.92,1.1836,28.66
488,C,RM,0.9289,1.1084,19.33
488,C,RA,0.9334,1.1853,26.99
489,C,RM,0.9096,1.0852,19.32
489,C,RA,0.9289,1.201,29.29
490,C,RM,0.9156,1.0753,17.44
490,C,RA,0.9248,1.1589,25.31
491,C,RM,0.9191,1.0623,15.59
491,C,RA,0.9241,1.2051,30.4
492,C,RM,0.8998,1.0952,21.71
492,C,RA,0.9062,1.1535,27.28
493,C,RM,0.9123,1.0855,18.99
493,C,RA,0.9123,1.1598,27.13
494,C,RM,0.9182,1.1,19.8
494,C,RA,0.9227,1.2037,30.46
495,C,RM,0.9163,1.0803,17.9
495,C,RA,0.9107,1.1818,29.76
496,C,RM,0.9391,1.114,18.62
496,C,RA,0.9152,1.1547,26.17
497,C,RM,0.9148,1.0694,16.89
497,C,RA,0.9258,1.1658,25.92
498,C,RM,0.9242,1.0931,18.27
498,C,RA,0.919,1.177,28.07
499,C,RM,0.928,1.0883,17.28
499,C,RA,0.9171,1.1568,26.14
500,C,RM,0.9172,1.0849,18.29
500,C,RA,0.9103,1.1858,30.26
